session_id,user_id,entry_page,exit_page,session_duration,device,session_date,traffic_source,category_viewed,is_logged_in,add_to_cart,checkout_start,purchase_completed,linked_order_id,bounce_flag
S00851,U0358,카테고리,홈,184,mobile,2025-08-24,paid_search,뷰티,N,N,N,N,,N
S00852,U0160,검색,검색,221,mobile,2025-08-09,crm_push,뷰티,Y,Y,Y,N,,N
S00853,U0030,홈,완료,281,mobile,2025-08-21,referral,전자기기,Y,Y,Y,Y,O00611,N
S00854,U0308,카테고리,홈,80,mobile,2025-08-26,crm_push,홈리빙,N,N,N,N,,N
S00855,U0203,상품상세,장바구니,282,desktop,2025-08-26,crm_push,전자기기,Y,Y,N,N,,N
S00856,U0309,홈,홈,57,tablet,2025-08-12,organic_search,패션,Y,N,N,N,,N
S00857,U0072,카테고리,검색,154,mobile,2025-08-31,referral,뷰티,Y,N,N,N,,N
S00858,U0234,상품상세,완료,449,mobile,2025-08-20,direct,뷰티,Y,Y,Y,Y,O00662,N
S00859,U0145,상품상세,검색,279,desktop,2025-08-17,organic_search,식품,Y,N,N,N,,N
S00860,U0406,검색,장바구니,389,desktop,2025-08-29,organic_search,홈리빙,Y,Y,Y,N,,N
S00861,U0229,검색,장바구니,321,desktop,2025-08-11,paid_search,식품,Y,Y,N,N,,N
S00862,U0484,홈,검색,73,desktop,2025-08-16,crm_push,패션,Y,N,N,N,,N
S00863,U0468,카테고리,홈,10,mobile,2025-08-14,paid_search,식품,Y,N,N,N,,Y
S00864,U0445,검색,홈,253,desktop,2025-08-09,crm_push,홈리빙,Y,N,N,N,,N
S00865,U0295,검색,홈,122,mobile,2025-08-28,crm_push,식품,N,N,N,N,,N
S00866,U0294,홈,홈,10,mobile,2025-08-15,organic_search,식품,N,N,N,N,,Y
S00867,U0366,검색,홈,199,mobile,2025-08-24,social,뷰티,Y,N,N,N,,N
S00868,U0331,홈,검색,96,mobile,2025-08-14,social,홈리빙,N,N,N,N,,N
S00869,U0164,카테고리,홈,237,mobile,2025-08-29,paid_search,식품,Y,N,N,N,,N
S00870,U0384,홈,검색,10,mobile,2025-08-22,paid_search,전자기기,N,N,N,N,,Y
S00871,U0214,검색,홈,103,mobile,2025-08-19,referral,패션,Y,N,N,N,,N
S00872,U0074,상품상세,검색,255,mobile,2025-08-06,organic_search,뷰티,N,N,N,N,,N
S00873,U0351,검색,장바구니,10,mobile,2025-08-30,social,패션,Y,N,N,N,,Y
S00874,U0226,상품상세,완료,556,desktop,2025-08-14,direct,패션,Y,Y,Y,Y,O00699,N
S00875,U0156,검색,검색,159,desktop,2025-08-31,crm_push,뷰티,Y,N,N,N,,N
S00876,U0370,홈,장바구니,143,mobile,2025-08-21,direct,식품,Y,Y,N,N,,N
S00877,U0088,홈,홈,10,mobile,2025-08-19,paid_search,뷰티,Y,N,N,N,,Y
S00878,U0386,상품상세,검색,255,mobile,2025-08-07,crm_push,식품,N,N,N,N,,N
S00879,U0278,카테고리,장바구니,166,desktop,2025-08-04,crm_push,패션,N,Y,N,N,,N
S00880,U0160,카테고리,결제,318,tablet,2025-08-09,paid_search,뷰티,N,N,Y,N,,N
S00881,U0414,상품상세,장바구니,362,desktop,2025-08-04,social,전자기기,Y,Y,Y,N,,N
S00882,U0078,카테고리,검색,232,mobile,2025-08-06,paid_search,식품,N,N,N,N,,N
S00883,U0442,상품상세,검색,83,tablet,2025-08-18,direct,뷰티,Y,N,N,N,,N
S00884,U0461,검색,검색,155,mobile,2025-08-01,organic_search,뷰티,Y,N,N,N,,N
S00885,U0305,상품상세,완료,212,desktop,2025-08-12,organic_search,식품,Y,N,N,Y,O00439,N
S00886,U0078,홈,홈,62,mobile,2025-08-09,organic_search,패션,Y,N,N,N,,N
S00887,U0091,검색,홈,76,desktop,2025-08-16,referral,식품,Y,N,N,N,,N
S00888,U0160,상품상세,장바구니,420,mobile,2025-08-22,organic_search,식품,Y,Y,N,N,,N
S00889,U0165,검색,검색,10,mobile,2025-08-23,crm_push,식품,Y,N,N,N,,Y
S00890,U0435,검색,완료,368,mobile,2025-08-11,social,홈리빙,Y,Y,Y,Y,O00481,N
S00891,U0233,상품상세,검색,297,desktop,2025-08-15,paid_search,식품,N,N,N,N,,N
S00892,U0165,홈,홈,213,mobile,2025-08-21,paid_search,홈리빙,Y,N,N,N,,N
S00893,U0106,홈,검색,64,mobile,2025-08-27,crm_push,뷰티,Y,N,N,N,,N
S00894,U0375,검색,검색,10,mobile,2025-08-25,crm_push,전자기기,N,N,N,N,,Y
S00895,U0314,홈,홈,40,mobile,2025-08-09,organic_search,패션,Y,N,N,N,,N
S00896,U0298,홈,검색,139,mobile,2025-08-10,direct,뷰티,Y,N,N,N,,N
S00897,U0172,홈,홈,76,mobile,2025-08-20,organic_search,식품,N,N,N,N,,N
S00898,U0051,홈,검색,271,desktop,2025-08-15,referral,식품,Y,Y,Y,N,,N
S00899,U0325,검색,홈,105,mobile,2025-08-26,social,뷰티,Y,N,N,N,,N
S00900,U0409,검색,홈,82,mobile,2025-08-14,direct,뷰티,Y,N,N,N,,N
S00901,U0120,상품상세,결제,423,desktop,2025-08-08,social,전자기기,N,Y,Y,N,,N
S00902,U0413,홈,홈,10,mobile,2025-08-20,organic_search,뷰티,Y,N,N,N,,Y
S00903,U0203,홈,홈,61,desktop,2025-08-01,social,식품,Y,N,N,N,,N
S00904,U0387,상품상세,완료,380,desktop,2025-08-27,crm_push,패션,Y,Y,Y,Y,O00507,N
S00905,U0411,홈,검색,10,mobile,2025-08-09,organic_search,홈리빙,Y,N,N,N,,Y
S00906,U0403,검색,검색,157,desktop,2025-08-31,direct,패션,Y,N,N,N,,N
S00907,U0405,상품상세,검색,138,mobile,2025-08-05,organic_search,홈리빙,N,N,N,N,,N
S00908,U0409,상품상세,검색,124,mobile,2025-08-06,paid_search,홈리빙,Y,N,N,N,,N
S00909,U0413,카테고리,검색,118,mobile,2025-08-30,organic_search,전자기기,Y,N,N,N,,N
S00910,U0257,홈,홈,130,desktop,2025-08-27,organic_search,뷰티,N,N,N,N,,N
S00911,U0217,홈,홈,117,desktop,2025-08-22,direct,패션,Y,N,N,N,,N
S00912,U0100,카테고리,홈,149,mobile,2025-08-01,crm_push,전자기기,Y,N,N,N,,N
S00913,U0442,홈,검색,158,desktop,2025-08-25,crm_push,전자기기,Y,N,N,N,,N
S00914,U0073,홈,홈,120,mobile,2025-08-05,social,뷰티,Y,N,N,N,,N
S00915,U0273,홈,검색,136,mobile,2025-08-21,paid_search,뷰티,Y,N,N,N,,N
S00916,U0200,검색,검색,254,desktop,2025-08-20,organic_search,뷰티,Y,N,N,N,,N
S00917,U0192,검색,홈,237,desktop,2025-08-23,crm_push,식품,N,N,N,N,,N
S00918,U0229,검색,홈,10,mobile,2025-08-13,direct,패션,Y,N,N,N,,Y
S00919,U0006,홈,홈,186,mobile,2025-08-13,paid_search,패션,N,N,N,N,,N
S00920,U0073,검색,검색,10,mobile,2025-08-05,crm_push,전자기기,N,N,N,N,,Y
S00921,U0468,상품상세,검색,257,mobile,2025-08-15,paid_search,패션,Y,N,N,N,,N
S00922,U0405,홈,검색,100,mobile,2025-08-24,paid_search,뷰티,Y,N,N,N,,N
S00923,U0025,카테고리,검색,135,mobile,2025-08-08,paid_search,전자기기,Y,N,N,N,,N
S00924,U0381,홈,홈,60,mobile,2025-08-15,crm_push,전자기기,N,N,N,N,,N
S00925,U0449,홈,완료,255,mobile,2025-08-21,crm_push,패션,Y,Y,Y,Y,O00521,N
S00926,U0296,검색,홈,127,desktop,2025-08-22,social,전자기기,Y,N,N,N,,N
S00927,U0033,홈,홈,10,mobile,2025-08-27,paid_search,홈리빙,Y,N,N,N,,Y
S00928,U0383,홈,검색,10,mobile,2025-08-16,paid_search,식품,N,N,N,N,,Y
S00929,U0131,홈,장바구니,57,mobile,2025-08-04,social,홈리빙,Y,N,N,N,,N
S00930,U0498,카테고리,장바구니,186,mobile,2025-08-29,direct,전자기기,N,Y,N,N,,N
S00931,U0413,검색,장바구니,92,mobile,2025-08-12,direct,전자기기,Y,Y,N,N,,N
S00932,U0373,검색,완료,470,desktop,2025-08-10,social,식품,Y,Y,Y,Y,O00599,N
S00933,U0133,홈,검색,139,mobile,2025-08-24,organic_search,뷰티,Y,N,N,N,,N
S00934,U0300,상품상세,완료,465,tablet,2025-08-02,paid_search,뷰티,Y,Y,Y,Y,O00636,N
S00935,U0434,검색,홈,81,desktop,2025-08-19,paid_search,전자기기,Y,N,N,N,,N
S00936,U0374,상품상세,검색,252,mobile,2025-08-14,organic_search,홈리빙,Y,N,N,N,,N
S00937,U0332,검색,장바구니,121,mobile,2025-08-07,crm_push,홈리빙,Y,N,N,N,,N
S00938,U0469,검색,홈,263,desktop,2025-08-09,direct,식품,Y,N,N,N,,N
S00939,U0342,상품상세,홈,207,desktop,2025-08-11,referral,전자기기,Y,N,N,N,,N
S00940,U0359,상품상세,검색,230,mobile,2025-08-25,crm_push,패션,N,N,N,N,,N
S00941,U0123,검색,장바구니,185,mobile,2025-08-01,direct,식품,Y,N,N,N,,N
S00942,U0490,카테고리,장바구니,121,tablet,2025-08-18,crm_push,패션,Y,N,N,N,,N
S00943,U0483,홈,검색,106,desktop,2025-08-29,organic_search,패션,Y,N,N,N,,N
S00944,U0488,카테고리,홈,135,mobile,2025-08-17,crm_push,홈리빙,N,N,N,N,,N
S00945,U0081,상품상세,완료,357,mobile,2025-08-04,direct,홈리빙,Y,Y,Y,Y,O00652,N
S00946,U0336,홈,홈,114,mobile,2025-08-01,social,패션,Y,N,N,N,,N
S00947,U0352,검색,검색,115,mobile,2025-08-29,paid_search,전자기기,Y,N,N,N,,N
S00948,U0146,홈,홈,35,mobile,2025-08-14,social,전자기기,Y,N,N,N,,N
S00949,U0235,홈,홈,198,mobile,2025-08-13,organic_search,전자기기,Y,N,N,N,,N
S00950,U0269,검색,장바구니,249,mobile,2025-08-16,crm_push,전자기기,Y,Y,N,N,,N
S00951,U0118,검색,완료,266,mobile,2025-08-08,direct,전자기기,Y,Y,Y,Y,O00733,N
S00952,U0244,상품상세,홈,226,mobile,2025-08-04,paid_search,식품,Y,N,N,N,,N
S00953,U0250,상품상세,완료,378,tablet,2025-08-24,organic_search,뷰티,Y,Y,Y,Y,O00456,N
S00954,U0119,검색,홈,106,tablet,2025-08-06,organic_search,패션,Y,N,N,N,,N
S00955,U0053,카테고리,검색,127,mobile,2025-08-20,crm_push,홈리빙,Y,N,N,N,,N
S00956,U0010,카테고리,홈,121,mobile,2025-08-26,paid_search,홈리빙,Y,N,N,N,,N
S00957,U0119,검색,홈,10,mobile,2025-08-26,paid_search,전자기기,N,N,N,N,,Y
S00958,U0366,카테고리,홈,82,desktop,2025-08-10,social,식품,Y,N,N,N,,N
S00959,U0443,검색,검색,117,mobile,2025-08-08,social,뷰티,N,N,N,N,,N
S00960,U0435,상품상세,검색,58,mobile,2025-08-21,referral,뷰티,Y,N,N,N,,N
S00961,U0143,검색,결제,279,desktop,2025-08-14,organic_search,전자기기,Y,Y,Y,N,,N
S00962,U0442,상품상세,완료,499,desktop,2025-08-02,crm_push,홈리빙,Y,Y,Y,Y,O00501,N
S00963,U0394,검색,홈,101,desktop,2025-08-04,organic_search,홈리빙,N,N,N,N,,N
S00964,U0060,상품상세,장바구니,353,mobile,2025-08-19,paid_search,홈리빙,N,Y,N,N,,N
S00965,U0007,홈,검색,58,mobile,2025-08-10,paid_search,홈리빙,Y,N,N,N,,N
S00966,U0288,상품상세,완료,358,mobile,2025-08-23,crm_push,패션,Y,Y,Y,Y,O00530,N
S00967,U0240,홈,장바구니,144,tablet,2025-08-08,social,식품,Y,Y,N,N,,N
S00968,U0006,검색,홈,222,mobile,2025-08-28,social,식품,N,N,N,N,,N
S00969,U0153,검색,검색,118,tablet,2025-08-04,paid_search,식품,Y,N,N,N,,N
S00970,U0248,상품상세,검색,292,mobile,2025-08-20,organic_search,패션,Y,N,N,N,,N
S00971,U0483,홈,장바구니,17,mobile,2025-08-18,paid_search,패션,Y,N,N,N,,Y
S00972,U0164,상품상세,결제,458,desktop,2025-08-08,direct,전자기기,Y,Y,Y,N,,N
S00973,U0421,홈,장바구니,155,mobile,2025-08-12,paid_search,패션,Y,N,N,N,,N
S00974,U0413,홈,완료,317,mobile,2025-08-05,paid_search,식품,Y,Y,Y,Y,O00531,N
S00975,U0413,홈,장바구니,10,mobile,2025-08-09,crm_push,패션,Y,N,N,N,,Y
S00976,U0450,카테고리,검색,89,desktop,2025-08-05,paid_search,전자기기,Y,N,N,N,,N
S00977,U0256,상품상세,장바구니,301,tablet,2025-08-23,organic_search,전자기기,N,Y,N,N,,N
S00978,U0366,카테고리,검색,182,desktop,2025-08-28,crm_push,홈리빙,N,N,N,N,,N
S00979,U0175,검색,홈,261,desktop,2025-08-04,direct,전자기기,N,N,N,N,,N
S00980,U0069,카테고리,검색,183,desktop,2025-08-01,referral,홈리빙,Y,N,N,N,,N
S00981,U0474,홈,검색,10,mobile,2025-08-03,organic_search,뷰티,Y,N,N,N,,Y
S00982,U0346,카테고리,홈,101,mobile,2025-08-25,social,식품,Y,N,N,N,,N
S00983,U0049,홈,홈,28,mobile,2025-08-13,organic_search,식품,Y,N,N,N,,Y
S00984,U0192,검색,검색,325,tablet,2025-08-12,paid_search,뷰티,N,N,N,N,,N
S00985,U0470,검색,검색,83,mobile,2025-08-02,organic_search,뷰티,Y,N,N,N,,N
S00986,U0479,홈,홈,94,mobile,2025-08-07,referral,뷰티,Y,N,N,N,,N
S00987,U0173,검색,검색,10,mobile,2025-08-17,paid_search,식품,N,N,N,N,,Y
S00988,U0292,상품상세,홈,90,mobile,2025-08-16,paid_search,패션,Y,N,N,N,,N
S00989,U0019,검색,장바구니,227,mobile,2025-08-10,direct,패션,Y,Y,N,N,,N
S00990,U0024,상품상세,장바구니,266,mobile,2025-08-02,direct,패션,N,Y,N,N,,N
S00991,U0330,카테고리,홈,158,mobile,2025-08-16,organic_search,전자기기,Y,N,N,N,,N
S00992,U0243,상품상세,검색,144,mobile,2025-08-04,organic_search,뷰티,Y,N,N,N,,N
S00993,U0274,홈,장바구니,139,mobile,2025-08-22,organic_search,패션,Y,Y,N,N,,N
S00994,U0169,홈,홈,124,mobile,2025-08-28,crm_push,식품,Y,N,N,N,,N
S00995,U0316,검색,장바구니,195,mobile,2025-08-22,organic_search,패션,Y,N,Y,N,,N
S00996,U0016,홈,장바구니,114,mobile,2025-08-09,organic_search,패션,Y,N,N,N,,N
S00997,U0498,상품상세,검색,141,mobile,2025-08-26,paid_search,패션,Y,N,N,N,,N
S00998,U0074,상품상세,완료,500,mobile,2025-08-29,referral,식품,N,Y,Y,Y,O00588,N
S00999,U0021,검색,결제,273,mobile,2025-08-04,direct,홈리빙,N,Y,Y,N,,N
S01000,U0428,카테고리,완료,279,desktop,2025-08-18,crm_push,식품,N,Y,Y,Y,O00634,N
S01001,U0428,홈,검색,112,desktop,2025-08-11,social,패션,Y,N,N,N,,N
S01002,U0195,검색,검색,45,mobile,2025-08-09,direct,홈리빙,Y,N,N,N,,N
S01003,U0076,상품상세,홈,224,desktop,2025-08-27,organic_search,전자기기,N,N,N,N,,N
S01004,U0460,홈,검색,92,mobile,2025-08-08,referral,뷰티,Y,N,N,N,,N
S01005,U0205,홈,결제,333,desktop,2025-08-26,social,식품,Y,Y,Y,N,,N
S01006,U0368,상품상세,검색,250,mobile,2025-08-10,social,홈리빙,Y,N,N,N,,N
S01007,U0024,홈,검색,72,mobile,2025-08-11,organic_search,전자기기,N,N,N,N,,N
S01008,U0350,홈,검색,70,mobile,2025-08-14,organic_search,홈리빙,Y,N,N,N,,N
S01009,U0374,카테고리,홈,270,desktop,2025-08-12,social,패션,N,N,N,N,,N
S01010,U0194,홈,홈,142,mobile,2025-08-24,direct,패션,Y,N,N,N,,N
S01011,U0110,홈,완료,209,tablet,2025-08-04,referral,식품,Y,N,N,Y,O00637,N
S01012,U0196,홈,완료,196,mobile,2025-08-08,direct,패션,Y,N,Y,Y,O00638,N
S01013,U0381,홈,결제,227,mobile,2025-08-01,organic_search,뷰티,N,Y,Y,N,,N
S01014,U0303,홈,홈,72,desktop,2025-08-09,direct,전자기기,Y,N,N,N,,N
S01015,U0479,검색,홈,114,mobile,2025-08-01,crm_push,패션,N,N,N,N,,N
S01016,U0123,홈,완료,331,mobile,2025-08-31,crm_push,뷰티,N,Y,Y,Y,O00714,N
S01017,U0110,검색,검색,251,desktop,2025-08-15,paid_search,전자기기,Y,N,N,N,,N
S01018,U0353,홈,완료,423,desktop,2025-08-03,organic_search,패션,N,Y,Y,Y,O00717,N
S01019,U0409,검색,검색,24,mobile,2025-08-11,social,패션,Y,N,N,N,,Y
S01020,U0082,홈,홈,124,mobile,2025-08-30,direct,전자기기,N,N,N,N,,N
S01021,U0152,홈,검색,10,mobile,2025-08-08,referral,홈리빙,Y,N,N,N,,Y
S01022,U0230,상품상세,검색,238,desktop,2025-08-26,direct,전자기기,N,N,N,N,,N
S01023,U0281,검색,검색,56,mobile,2025-08-03,direct,홈리빙,Y,N,N,N,,N
S01024,U0040,검색,홈,164,mobile,2025-08-01,direct,홈리빙,Y,N,N,N,,N
S01025,U0281,카테고리,장바구니,245,mobile,2025-08-23,direct,뷰티,N,Y,N,N,,N
S01026,U0280,카테고리,검색,181,desktop,2025-08-01,direct,패션,Y,N,N,N,,N
S01027,U0145,검색,홈,132,mobile,2025-08-18,organic_search,홈리빙,N,N,N,N,,N
S01028,U0199,검색,홈,112,tablet,2025-08-02,organic_search,식품,Y,N,N,N,,N
S01029,U0336,홈,검색,10,desktop,2025-08-26,direct,전자기기,Y,N,N,N,,Y
S01030,U0388,검색,검색,162,desktop,2025-08-21,organic_search,전자기기,N,N,N,N,,N
S01031,U0266,카테고리,검색,78,mobile,2025-08-05,direct,뷰티,Y,N,N,N,,N
S01032,U0470,홈,검색,38,mobile,2025-08-21,paid_search,전자기기,N,N,N,N,,N
S01033,U0431,상품상세,홈,265,tablet,2025-08-25,organic_search,전자기기,Y,N,N,N,,N
S01034,U0366,홈,홈,145,desktop,2025-08-07,social,전자기기,Y,N,N,N,,N
S01035,U0384,홈,홈,45,mobile,2025-08-05,social,패션,Y,N,N,N,,N
S01036,U0289,검색,검색,246,mobile,2025-08-21,paid_search,전자기기,N,N,N,N,,N
S01037,U0406,카테고리,검색,200,mobile,2025-08-30,paid_search,뷰티,Y,N,N,N,,N
S01038,U0382,상품상세,검색,171,mobile,2025-08-18,paid_search,홈리빙,Y,N,N,N,,N
S01039,U0059,홈,홈,10,mobile,2025-08-27,crm_push,패션,Y,N,N,N,,Y
S01040,U0352,상품상세,검색,164,mobile,2025-08-16,direct,식품,N,N,N,N,,N
S01041,U0028,상품상세,홈,243,mobile,2025-08-13,organic_search,식품,Y,N,N,N,,N
S01042,U0012,홈,장바구니,281,desktop,2025-08-20,paid_search,뷰티,Y,Y,N,N,,N
S01043,U0480,홈,검색,10,tablet,2025-08-03,social,홈리빙,Y,N,N,N,,Y
S01044,U0323,상품상세,장바구니,228,mobile,2025-08-31,paid_search,전자기기,N,Y,N,N,,N
S01045,U0006,카테고리,장바구니,109,mobile,2025-08-07,paid_search,식품,Y,N,N,N,,N
S01046,U0402,검색,홈,246,mobile,2025-08-09,crm_push,전자기기,N,N,N,N,,N
S01047,U0281,홈,검색,36,mobile,2025-08-21,crm_push,홈리빙,Y,N,N,N,,N
S01048,U0360,홈,장바구니,165,desktop,2025-08-18,paid_search,전자기기,Y,N,Y,N,,N
S01049,U0273,상품상세,홈,174,mobile,2025-08-20,social,식품,N,N,N,N,,N
S01050,U0161,상품상세,홈,210,mobile,2025-08-18,organic_search,홈리빙,N,N,N,N,,N
S01051,U0356,카테고리,결제,207,mobile,2025-08-21,organic_search,전자기기,Y,N,Y,N,,N
S01052,U0002,상품상세,장바구니,426,desktop,2025-08-14,crm_push,뷰티,N,Y,Y,N,,N
S01053,U0073,검색,홈,47,mobile,2025-08-24,crm_push,식품,Y,N,N,N,,N
S01054,U0006,홈,완료,363,mobile,2025-08-13,paid_search,식품,Y,Y,Y,Y,O00602,N
S01055,U0234,검색,홈,82,mobile,2025-08-31,paid_search,식품,Y,N,N,N,,N
S01056,U0349,검색,장바구니,226,mobile,2025-08-31,paid_search,전자기기,N,Y,N,N,,N
S01057,U0308,상품상세,검색,182,mobile,2025-08-26,direct,전자기기,N,N,N,N,,N
S01058,U0472,상품상세,홈,159,mobile,2025-08-02,organic_search,패션,N,N,N,N,,N
S01059,U0428,카테고리,검색,302,desktop,2025-08-25,organic_search,패션,Y,N,N,N,,N
S01060,U0159,검색,홈,195,mobile,2025-08-15,organic_search,패션,Y,N,N,N,,N
S01061,U0294,카테고리,검색,209,mobile,2025-08-03,paid_search,홈리빙,N,N,N,N,,N
S01062,U0428,카테고리,장바구니,319,desktop,2025-08-23,organic_search,홈리빙,N,Y,N,N,,N
S01063,U0332,카테고리,검색,37,mobile,2025-08-04,organic_search,식품,Y,N,N,N,,N
S01064,U0396,홈,홈,10,desktop,2025-08-25,direct,식품,N,N,N,N,,Y
S01065,U0053,검색,검색,165,mobile,2025-08-30,crm_push,패션,N,N,N,N,,N
S01066,U0092,상품상세,완료,476,mobile,2025-08-14,social,식품,Y,Y,Y,Y,O00689,N
S01067,U0037,상품상세,결제,249,mobile,2025-08-04,crm_push,뷰티,N,N,Y,N,,N
S01068,U0366,상품상세,검색,241,desktop,2025-08-11,social,홈리빙,Y,N,N,N,,N
S01069,U0472,홈,검색,10,desktop,2025-08-31,social,뷰티,N,N,N,N,,Y
S01070,U0433,검색,홈,105,mobile,2025-08-08,organic_search,식품,Y,N,N,N,,N
S01071,U0457,상품상세,장바구니,308,mobile,2025-08-27,social,뷰티,Y,Y,N,N,,N
S01072,U0137,카테고리,홈,59,desktop,2025-08-19,referral,홈리빙,N,N,N,N,,N
S01073,U0087,검색,홈,42,desktop,2025-08-01,direct,패션,N,N,N,N,,N
S01074,U0368,검색,검색,95,desktop,2025-08-19,crm_push,패션,N,N,N,N,,N
S01075,U0233,상품상세,장바구니,122,mobile,2025-08-26,crm_push,패션,Y,N,N,N,,N
S01076,U0187,카테고리,장바구니,236,mobile,2025-08-02,organic_search,패션,N,Y,N,N,,N
S01077,U0328,상품상세,장바구니,320,mobile,2025-08-21,social,홈리빙,Y,Y,N,N,,N
S01078,U0248,검색,홈,211,mobile,2025-08-07,organic_search,전자기기,Y,N,N,N,,N
S01079,U0294,카테고리,장바구니,240,mobile,2025-08-13,paid_search,식품,Y,N,N,N,,N
S01080,U0081,상품상세,완료,414,desktop,2025-08-23,direct,식품,Y,Y,Y,Y,O00703,N
S01081,U0072,홈,홈,23,mobile,2025-08-23,social,패션,Y,N,N,N,,Y
S01082,U0498,홈,장바구니,117,mobile,2025-08-12,organic_search,패션,Y,N,N,N,,N
S01083,U0403,홈,홈,51,mobile,2025-08-27,social,패션,Y,N,N,N,,N
S01084,U0016,홈,홈,10,mobile,2025-08-13,crm_push,홈리빙,Y,N,N,N,,Y
S01085,U0212,홈,홈,10,mobile,2025-08-14,paid_search,패션,Y,N,N,N,,Y
S01086,U0251,상품상세,홈,254,mobile,2025-08-24,crm_push,패션,Y,N,N,N,,N
S01087,U0130,검색,검색,226,mobile,2025-08-29,direct,식품,N,N,N,N,,N
S01088,U0010,홈,검색,203,mobile,2025-08-14,social,홈리빙,Y,N,N,N,,N
S01089,U0461,상품상세,완료,450,mobile,2025-08-02,crm_push,식품,Y,Y,Y,Y,O00447,N
S01090,U0301,검색,결제,368,desktop,2025-08-24,direct,뷰티,Y,Y,Y,N,,N
S01091,U0422,카테고리,장바구니,194,mobile,2025-08-30,direct,뷰티,Y,Y,N,N,,N
S01092,U0435,홈,홈,70,mobile,2025-08-20,paid_search,뷰티,Y,N,N,N,,N
S01093,U0247,카테고리,홈,74,mobile,2025-08-24,direct,홈리빙,N,N,N,N,,N
S01094,U0483,카테고리,검색,33,mobile,2025-08-05,social,홈리빙,N,N,N,N,,Y
S01095,U0135,상품상세,결제,419,mobile,2025-08-30,social,식품,N,Y,Y,N,,N
S01096,U0169,홈,홈,146,mobile,2025-08-01,social,식품,N,N,N,N,,N
S01097,U0350,홈,완료,243,mobile,2025-08-15,social,전자기기,N,Y,Y,Y,O00458,N
S01098,U0078,검색,검색,60,mobile,2025-08-03,organic_search,뷰티,Y,N,N,N,,N
S01099,U0380,검색,홈,30,mobile,2025-08-18,organic_search,전자기기,Y,N,N,N,,Y
S01100,U0401,상품상세,홈,292,tablet,2025-08-03,referral,패션,Y,N,N,N,,N
S01101,U0291,홈,장바구니,38,mobile,2025-08-27,organic_search,식품,Y,N,N,N,,N
S01102,U0010,홈,완료,85,mobile,2025-08-23,referral,뷰티,Y,N,N,Y,O00515,N
S01103,U0001,상품상세,완료,368,mobile,2025-08-02,paid_search,홈리빙,Y,Y,Y,Y,O00522,N
S01104,U0140,홈,홈,10,mobile,2025-08-30,crm_push,뷰티,Y,N,N,N,,Y
S01105,U0042,카테고리,결제,320,desktop,2025-08-12,organic_search,홈리빙,Y,N,Y,N,,N
S01106,U0090,홈,검색,120,mobile,2025-08-20,referral,뷰티,Y,N,N,N,,N
S01107,U0042,카테고리,검색,66,mobile,2025-08-11,social,홈리빙,Y,N,N,N,,N
S01108,U0436,검색,홈,10,mobile,2025-08-22,direct,패션,Y,N,N,N,,Y
S01109,U0308,홈,장바구니,136,desktop,2025-08-26,paid_search,패션,Y,Y,N,N,,N
S01110,U0181,홈,검색,250,tablet,2025-08-13,crm_push,홈리빙,N,N,N,N,,N
S01111,U0389,검색,결제,208,mobile,2025-08-15,direct,홈리빙,Y,N,Y,N,,N
S01112,U0331,상품상세,장바구니,158,mobile,2025-08-02,paid_search,뷰티,Y,Y,N,N,,N
S01113,U0413,검색,검색,48,mobile,2025-08-06,paid_search,전자기기,Y,N,N,N,,N
S01114,U0385,카테고리,검색,134,tablet,2025-08-17,direct,전자기기,Y,N,N,N,,N
S01115,U0349,검색,홈,122,mobile,2025-08-08,social,패션,Y,N,N,N,,N
S01116,U0289,상품상세,장바구니,236,mobile,2025-08-18,organic_search,식품,Y,N,N,N,,N
S01117,U0381,카테고리,홈,179,mobile,2025-08-27,paid_search,패션,Y,N,N,N,,N
S01118,U0288,카테고리,검색,122,tablet,2025-08-16,social,전자기기,N,N,N,N,,N
S01119,U0127,홈,검색,157,mobile,2025-08-26,organic_search,전자기기,N,N,N,N,,N
S01120,U0041,검색,검색,88,desktop,2025-08-06,social,뷰티,Y,N,N,N,,N
S01121,U0434,검색,홈,99,mobile,2025-08-29,referral,패션,Y,N,N,N,,N
S01122,U0145,홈,검색,172,desktop,2025-08-07,organic_search,뷰티,Y,N,N,N,,N
S01123,U0448,홈,검색,82,mobile,2025-08-08,social,전자기기,Y,N,N,N,,N
S01124,U0014,홈,검색,130,mobile,2025-08-12,crm_push,패션,Y,N,N,N,,N
S01125,U0465,검색,검색,239,mobile,2025-08-01,social,패션,Y,N,N,N,,N
S01126,U0165,홈,검색,37,mobile,2025-08-10,paid_search,패션,Y,N,N,N,,N
S01127,U0028,홈,검색,120,tablet,2025-08-28,crm_push,식품,N,N,N,N,,N
S01128,U0211,홈,검색,140,desktop,2025-08-16,referral,패션,Y,N,N,N,,N
S01129,U0402,홈,홈,10,mobile,2025-08-10,crm_push,패션,Y,N,N,N,,Y
S01130,U0470,카테고리,장바구니,279,mobile,2025-08-17,direct,전자기기,Y,Y,N,N,,N
S01131,U0189,카테고리,검색,112,mobile,2025-08-29,paid_search,홈리빙,Y,N,N,N,,N
S01132,U0349,홈,완료,385,mobile,2025-08-22,crm_push,패션,Y,Y,Y,Y,O00525,N
S01133,U0309,카테고리,홈,258,mobile,2025-08-17,organic_search,식품,Y,N,N,N,,N
